name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,month,year,day,dayofweek
"Hà Nội, Việt Nam",2005-12-04,21.1,17.1,18.5,21.1,17.1,18.5,11.8,65.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,31.899999999999995,35.2,,94.6,12.7,112.5,9.7,4.0,60.0,06:18:59,17:14:24,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",12,2005,4,6
"Hà Nội, Việt Nam",2005-12-05,17.1,13.1,15.1,17.1,13.1,15.1,10.9,76.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,42.5,,89.5,10.3,112.5,9.7,4.0,60.0,06:19:37,17:14:35,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,5,0
"Hà Nội, Việt Nam",2005-12-06,13.5,9.1,11.8,13.5,6.8,11.5,7.2,74.1,0.3,100.0,4.17,['rain'],0.0,0.0,33.5,18.0,30.8,,98.9,11.8,112.5,9.7,4.0,60.0,06:20:16,17:14:47,0.16,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999']",12,2005,6,1
"Hà Nội, Việt Nam",2005-12-07,16.1,9.1,12.9,16.1,8.1,12.8,6.5,66.6,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,27.2,,95.8,12.6,112.5,9.7,4.0,60.0,06:20:54,17:15:00,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",12,2005,7,2
"Hà Nội, Việt Nam",2005-12-08,17.1,13.1,14.8,17.1,13.1,14.8,8.5,66.9,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,12.5,,86.8,11.8,112.5,9.7,4.0,60.0,06:21:32,17:15:15,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,8,3
"Hà Nội, Việt Nam",2005-12-09,19.1,15.1,16.9,19.1,15.1,16.9,11.6,71.9,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,7.2,18.7,,32.9,6.7,112.5,9.7,4.0,60.0,06:22:10,17:15:31,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,9,4
"Hà Nội, Việt Nam",2005-12-10,22.1,17.1,19.0,22.1,17.1,19.0,14.4,75.0,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,37.2,,46.9,7.3,112.5,9.7,4.0,60.0,06:22:47,17:15:48,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,10,5
"Hà Nội, Việt Nam",2005-12-11,19.1,15.9,16.9,19.1,15.9,16.9,13.6,81.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,38.9,,59.3,11.2,112.5,9.7,4.0,60.0,06:23:24,17:16:06,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,11,6
"Hà Nội, Việt Nam",2005-12-12,20.1,15.8,17.1,20.1,15.8,17.1,9.1,59.7,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,31.0,,41.6,10.0,112.5,9.7,4.0,60.0,06:24:00,17:16:25,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,12,0
"Hà Nội, Việt Nam",2005-12-13,19.1,15.0,16.8,19.1,15.0,16.8,7.1,53.7,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,40.6,,31.7,7.7,112.5,9.7,4.0,60.0,06:24:36,17:16:46,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,13,1
"Hà Nội, Việt Nam",2005-12-14,17.1,14.9,15.9,17.1,14.9,15.9,9.3,65.3,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,29.4,,47.8,6.4,112.5,9.7,4.0,60.0,06:25:12,17:17:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,14,2
"Hà Nội, Việt Nam",2005-12-15,20.1,12.1,16.3,20.1,12.1,16.3,5.6,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,43.3,,48.9,9.8,112.5,9.7,4.0,60.0,06:25:47,17:17:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,15,3
"Hà Nội, Việt Nam",2005-12-16,21.1,13.1,16.1,21.1,13.1,16.1,5.3,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,53.4,,38.3,10.6,112.5,9.7,4.0,60.0,06:26:21,17:17:55,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,16,4
"Hà Nội, Việt Nam",2005-12-17,22.1,13.1,17.7,22.1,13.1,17.7,6.4,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,5.4,,36.5,9.0,112.5,9.7,4.0,60.0,06:26:55,17:18:20,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,17,5
"Hà Nội, Việt Nam",2005-12-18,20.1,12.1,15.5,20.1,12.1,15.5,3.4,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,41.2,,0.0,10.2,112.5,9.7,4.0,60.0,06:27:28,17:18:46,0.58,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999']",12,2005,18,6
"Hà Nội, Việt Nam",2005-12-19,20.1,9.1,14.0,20.1,9.1,14.0,4.7,58.5,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,4.2,,20.1,6.7,112.5,9.7,4.0,60.0,06:28:00,17:19:13,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,19,0
"Hà Nội, Việt Nam",2005-12-20,20.1,10.1,14.8,20.1,10.1,14.8,7.6,65.6,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.5,337.8,,39.4,4.7,112.5,9.7,4.0,60.0,06:28:32,17:19:41,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,20,1
"Hà Nội, Việt Nam",2005-12-21,21.1,10.1,16.3,21.1,10.1,16.3,3.8,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,13.8,,59.2,8.7,112.5,9.7,4.0,60.0,06:29:03,17:20:10,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,21,2
"Hà Nội, Việt Nam",2005-12-22,20.1,11.1,15.9,20.1,11.1,15.9,0.9,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,26.2,,26.8,11.9,112.5,9.7,4.0,60.0,06:29:33,17:20:40,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,22,3
"Hà Nội, Việt Nam",2005-12-23,21.3,12.1,16.6,21.3,12.1,16.6,6.5,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,113.6,,44.6,6.2,112.5,9.7,4.0,60.0,06:30:02,17:21:11,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,23,4
"Hà Nội, Việt Nam",2005-12-24,22.1,14.1,18.1,22.1,14.1,18.1,10.7,63.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,91.9,,77.1,6.2,112.5,9.7,4.0,60.0,06:30:30,17:21:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,24,5
"Hà Nội, Việt Nam",2005-12-25,20.1,17.1,18.5,20.1,17.1,18.5,16.0,85.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,7.2,67.8,,77.0,3.4,112.5,9.7,4.0,60.0,06:30:58,17:22:15,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,25,6
"Hà Nội, Việt Nam",2005-12-26,17.2,15.1,16.6,17.2,15.1,16.6,16.2,97.3,2.0,100.0,4.17,['rain'],0.0,0.0,33.5,14.4,37.2,,100.0,3.5,112.5,9.7,4.0,60.0,06:31:24,17:22:48,0.84,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48820099999', '48823099999']",12,2005,26,0
"Hà Nội, Việt Nam",2005-12-27,15.4,14.9,15.1,15.4,14.9,15.1,14.8,98.2,4.5,100.0,16.67,['rain'],0.0,0.0,33.5,21.6,32.3,,100.0,6.8,112.5,9.7,4.0,60.0,06:31:50,17:23:22,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999']",12,2005,27,1
"Hà Nội, Việt Nam",2005-12-28,18.1,14.1,16.0,18.1,14.1,16.0,14.7,92.2,2.0,100.0,4.17,['rain'],0.0,0.0,33.5,14.1,40.4,,96.2,10.6,112.5,9.7,4.0,60.0,06:32:14,17:23:57,0.91,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48820099999', '48823099999']",12,2005,28,2
"Hà Nội, Việt Nam",2005-12-29,20.4,16.1,18.0,20.4,16.1,18.0,15.5,86.0,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,59.7,,95.1,10.4,112.5,9.7,4.0,60.0,06:32:38,17:24:32,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",12,2005,29,3
"Hà Nội, Việt Nam",2005-12-30,24.1,17.1,19.7,24.1,17.1,19.7,17.2,86.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,130.5,,48.6,6.4,112.5,9.7,4.0,60.0,06:33:00,17:25:08,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,30,4
"Hà Nội, Việt Nam",2005-12-31,24.1,17.1,20.7,24.1,17.1,20.7,18.1,86.3,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,101.9,,64.6,3.4,112.5,9.7,4.0,60.0,06:33:21,17:25:44,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",12,2005,31,5
"Hà Nội, Việt Nam",2006-01-01,22.5,19.1,20.8,22.5,19.1,20.8,19.7,94.1,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,114.4,,93.6,3.5,112.5,9.7,4.0,60.0,06:33:41,17:26:20,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,1,6
"Hà Nội, Việt Nam",2006-01-02,25.1,19.1,21.4,25.1,19.1,21.4,20.0,92.0,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,142.4,,85.8,4.9,112.5,9.7,4.0,60.0,06:34:00,17:26:58,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,2,0
"Hà Nội, Việt Nam",2006-01-03,28.1,18.1,22.0,29.7,18.1,22.2,19.5,87.1,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,25.2,146.5,,65.6,7.8,112.5,9.7,4.0,60.0,06:34:18,17:27:36,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,3,1
"Hà Nội, Việt Nam",2006-01-04,28.1,17.1,22.9,28.9,17.1,23.0,19.3,82.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,129.2,,35.2,8.7,112.5,9.7,4.0,60.0,06:34:35,17:28:15,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,4,2
"Hà Nội, Việt Nam",2006-01-05,22.1,15.1,19.4,22.1,15.1,19.4,16.4,83.1,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,28.8,49.0,,87.4,10.1,112.5,9.7,4.0,60.0,06:34:50,17:28:53,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,5,3
"Hà Nội, Việt Nam",2006-01-06,15.1,12.1,13.7,15.1,12.1,13.7,6.5,62.3,0.8,100.0,4.17,['rain'],0.0,0.0,33.5,25.2,46.0,,95.7,13.3,112.5,9.7,4.0,60.0,06:35:05,17:29:33,0.21,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48820099999', '48823099999']",1,2006,6,4
"Hà Nội, Việt Nam",2006-01-07,14.1,11.1,12.7,14.1,11.1,12.7,7.9,73.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,54.0,,98.5,11.9,112.5,9.7,4.0,60.0,06:35:18,17:30:12,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,7,5
"Hà Nội, Việt Nam",2006-01-08,13.1,11.1,11.7,13.1,11.1,11.7,6.9,73.5,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,34.8,,100.0,6.1,112.5,9.7,4.0,60.0,06:35:30,17:30:52,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,8,6
"Hà Nội, Việt Nam",2006-01-09,17.1,11.1,13.6,17.1,11.1,13.6,7.1,66.6,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,341.6,,90.8,7.1,112.5,9.7,4.0,60.0,06:35:40,17:31:32,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,9,0
"Hà Nội, Việt Nam",2006-01-10,17.1,11.1,14.9,17.1,11.1,14.9,10.3,75.1,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,297.9,,43.9,4.7,112.5,9.7,4.0,60.0,06:35:50,17:32:12,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48831099999']",1,2006,10,1
"Hà Nội, Việt Nam",2006-01-11,18.1,14.1,16.3,18.1,14.1,16.3,12.1,77.0,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,102.6,,59.8,3.1,112.5,9.7,4.0,60.0,06:35:58,17:32:53,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,11,2
"Hà Nội, Việt Nam",2006-01-12,17.2,15.1,16.5,17.2,15.1,16.5,13.8,84.3,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,75.3,,95.7,2.8,112.5,9.7,4.0,60.0,06:36:05,17:33:34,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,12,3
"Hà Nội, Việt Nam",2006-01-13,20.1,16.1,17.9,20.1,16.1,17.9,16.4,91.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,7.2,326.5,,96.3,2.0,112.5,9.7,4.0,60.0,06:36:10,17:34:14,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,13,4
"Hà Nội, Việt Nam",2006-01-14,23.3,18.1,20.1,23.3,18.1,20.1,17.7,86.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,143.6,,93.4,3.1,112.5,9.7,4.0,60.0,06:36:14,17:34:55,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,14,5
"Hà Nội, Việt Nam",2006-01-15,24.4,19.1,21.1,24.4,19.1,21.1,18.2,83.9,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,133.6,,86.1,5.8,112.5,9.7,4.0,60.0,06:36:17,17:35:36,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,15,6
"Hà Nội, Việt Nam",2006-01-16,22.1,19.1,20.6,22.1,19.1,20.6,18.8,89.5,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,131.7,,95.7,4.5,112.5,9.7,4.0,60.0,06:36:19,17:36:17,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,16,0
"Hà Nội, Việt Nam",2006-01-17,24.1,19.1,21.2,24.1,19.1,21.2,20.0,92.6,0.5,100.0,4.17,['rain'],0.0,0.0,33.5,25.2,120.0,,98.2,3.9,112.5,9.7,4.0,60.0,06:36:19,17:36:57,0.59,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999']",1,2006,17,1
"Hà Nội, Việt Nam",2006-01-18,27.6,21.1,23.4,29.5,21.1,23.7,20.8,86.4,0.3,100.0,4.17,['rain'],0.0,0.0,33.5,25.2,120.8,,78.5,6.5,112.5,9.7,4.0,60.0,06:36:18,17:37:38,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999']",1,2006,18,2
"Hà Nội, Việt Nam",2006-01-19,27.1,20.1,23.0,28.0,20.1,23.2,18.8,79.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,100.9,,64.8,9.6,112.5,9.7,4.0,60.0,06:36:16,17:38:19,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,19,3
"Hà Nội, Việt Nam",2006-01-20,21.4,15.1,17.9,21.4,15.1,17.9,12.6,71.6,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,25.2,52.8,,89.1,13.4,112.5,9.7,4.0,60.0,06:36:12,17:38:59,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,20,4
"Hà Nội, Việt Nam",2006-01-21,17.1,13.1,15.2,17.1,13.1,15.2,6.2,55.7,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,25.2,46.4,,96.2,13.2,112.5,9.7,4.0,60.0,06:36:07,17:39:40,0.72,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,21,5
"Hà Nội, Việt Nam",2006-01-22,16.1,12.1,13.9,16.1,12.1,13.9,5.2,55.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,47.4,,98.0,13.1,112.5,9.7,4.0,60.0,06:36:00,17:40:20,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,22,6
"Hà Nội, Việt Nam",2006-01-23,17.1,12.1,14.5,17.1,12.1,14.5,4.9,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,31.7,,95.9,12.3,112.5,9.7,4.0,60.0,06:35:52,17:41:00,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",1,2006,23,0
"Hà Nội, Việt Nam",2006-01-24,16.4,13.1,14.6,16.4,13.1,14.6,5.4,54.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,14.4,,65.2,6.2,112.5,9.7,4.0,60.0,06:35:43,17:41:39,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,24,1
"Hà Nội, Việt Nam",2006-01-25,18.1,11.1,14.9,18.1,11.1,14.9,6.8,60.0,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,39.8,,23.6,4.4,112.5,9.7,4.0,60.0,06:35:33,17:42:19,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,25,2
"Hà Nội, Việt Nam",2006-01-26,21.1,13.1,17.0,21.1,13.1,17.0,8.0,57.3,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,337.5,,18.4,5.5,112.5,9.7,4.0,60.0,06:35:21,17:42:58,0.89,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999']",1,2006,26,3
"Hà Nội, Việt Nam",2006-01-27,23.1,10.1,16.3,23.1,10.1,16.3,9.5,67.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,225.3,,20.6,5.1,112.5,9.7,4.0,60.0,06:35:08,17:43:37,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,27,4
"Hà Nội, Việt Nam",2006-01-28,23.1,13.1,17.3,23.1,13.1,17.3,13.4,79.6,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,141.8,,19.2,3.6,112.5,9.7,4.0,60.0,06:34:54,17:44:15,0.95,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999']",1,2006,28,5
"Hà Nội, Việt Nam",2006-01-29,23.1,16.1,19.1,23.1,16.1,19.1,16.0,83.2,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,127.2,,81.4,4.0,112.5,9.7,4.0,60.0,06:34:38,17:44:54,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,29,6
"Hà Nội, Việt Nam",2006-01-30,26.1,18.1,21.4,26.1,18.1,21.4,18.2,83.1,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,118.5,,85.1,5.7,112.5,9.7,4.0,60.0,06:34:21,17:45:32,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,30,0
"Hà Nội, Việt Nam",2006-01-31,26.2,20.1,22.7,26.2,20.1,22.7,20.1,86.6,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,14.4,127.8,,82.9,8.5,112.5,9.7,4.0,60.0,06:34:03,17:46:09,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",1,2006,31,1
"Hà Nội, Việt Nam",2006-02-01,28.1,20.1,22.8,28.9,20.1,22.9,19.6,83.2,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,134.7,,75.6,10.5,112.5,9.7,4.0,60.0,06:33:43,17:46:46,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",2,2006,1,2
"Hà Nội, Việt Nam",2006-02-02,25.1,20.1,21.6,25.1,20.1,21.6,19.3,87.3,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,28.8,107.3,,82.8,11.4,112.5,9.7,4.0,60.0,06:33:23,17:47:23,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",2,2006,2,3
"Hà Nội, Việt Nam",2006-02-03,24.1,20.1,21.9,24.1,20.1,21.9,19.2,85.2,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,105.0,,61.6,8.4,112.5,9.7,4.0,60.0,06:33:01,17:47:59,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",2,2006,3,4
"Hà Nội, Việt Nam",2006-02-04,21.2,16.1,19.2,21.2,16.1,19.2,17.1,87.8,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,18.0,72.7,,70.0,5.4,112.5,9.7,4.0,60.0,06:32:37,17:48:35,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",2,2006,4,5
"Hà Nội, Việt Nam",2006-02-05,18.1,15.1,16.7,18.1,15.1,16.7,15.8,94.5,0.8,100.0,4.17,['rain'],0.0,0.0,33.5,14.4,42.2,,94.2,3.7,112.5,9.7,4.0,60.0,06:32:13,17:49:10,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999']",2,2006,5,6
"Hà Nội, Việt Nam",2006-02-06,22.1,16.1,19.1,22.1,16.1,19.1,17.4,90.5,0.5,100.0,4.17,['rain'],0.0,0.0,33.5,18.0,89.8,,95.3,4.1,112.5,9.7,4.0,60.0,06:31:48,17:49:45,0.26,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999']",2,2006,6,0
"Hà Nội, Việt Nam",2006-02-07,21.5,17.1,19.3,21.5,17.1,19.3,18.3,94.1,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,7.5,79.9,,86.0,3.1,112.5,9.7,4.0,60.0,06:31:21,17:50:20,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",2,2006,7,1
"Hà Nội, Việt Nam",2006-02-08,21.1,17.1,19.0,21.1,17.1,19.0,17.0,89.2,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,55.9,,74.0,2.6,112.5,9.7,4.0,60.0,06:30:53,17:50:54,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",2,2006,8,2
"Hà Nội, Việt Nam",2006-02-09,22.1,17.1,18.6,22.1,17.1,18.6,17.1,91.2,0.5,100.0,4.17,['rain'],0.0,0.0,33.5,14.4,49.6,,94.8,2.5,112.5,9.7,4.0,60.0,06:30:24,17:51:27,0.36,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999']",2,2006,9,3
"Hà Nội, Việt Nam",2006-02-10,17.1,15.1,16.0,17.1,15.1,16.0,13.6,86.0,1.0,100.0,4.17,['rain'],0.0,0.0,33.5,21.6,50.1,,98.3,9.5,112.5,9.7,4.0,60.0,06:29:54,17:52:00,0.4,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999']",2,2006,10,4
"Hà Nội, Việt Nam",2006-02-11,20.1,14.1,17.1,20.1,14.1,17.1,14.4,84.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,10.8,62.8,,98.8,6.3,112.5,9.7,4.0,60.0,06:29:23,17:52:33,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",2,2006,11,5
"Hà Nội, Việt Nam",2006-02-12,19.0,16.1,17.4,19.0,16.1,17.4,16.9,96.9,0.8,100.0,4.17,['rain'],0.0,0.0,33.5,10.8,60.1,,100.0,2.3,112.5,9.7,4.0,60.0,06:28:51,17:53:05,0.47,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999']",2,2006,12,6
"Hà Nội, Việt Nam",2006-02-13,26.1,17.1,21.0,26.1,17.1,21.0,17.9,84.3,0.3,100.0,4.17,['rain'],0.0,0.0,33.5,25.2,134.2,,81.2,6.1,112.5,9.7,4.0,60.0,06:28:17,17:53:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999']",2,2006,13,0
"Hà Nội, Việt Nam",2006-02-14,25.1,19.9,21.8,25.1,19.9,21.8,19.7,88.4,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,25.2,142.6,,83.4,7.9,112.5,9.7,4.0,60.0,06:27:43,17:54:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999']",2,2006,14,1
"Hà Nội, Việt Nam",2006-02-15,27.1,21.1,23.5,28.9,21.1,23.6,21.0,86.6,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,21.6,115.9,,91.4,6.3,112.5,9.7,4.0,60.0,06:27:08,17:54:38,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999']",2,2006,15,2
